시설명,시설코드,시설종류명(시설유형),시설종류상세명,시설주소,위도,경도
서울곰두리체육센터,C8632,(장애인) 장애인체육시설,장애인지역사회재활시설,서울특별시 송파구 동남로 271,37.4929263,126.8239788
버들그룹홈,C8639,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 구로구 부일로871-16 101동 601호 (온수동 디아이빌2차),37.4929263,126.8239788
느티나무그룹홈,C8640,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 구로구 부일로871-16 101동 501호 (온수동디아이빌),37.5862851,126.8116933
H2빌,C8644,(장애인) 중증장애인거주시설,장애인거주시설,서울특별시 강서구 금낭화로26가길 130-0,37.5049809,126.9425947
서울시각장애인생활이동지원센터,C8664,(장애인) 장애인생활이동지원센터,장애인지역사회재활시설,서울특별시 동작구 상도로 216-0상도동 인경빌딩346층,37.5430809,127.0595959
공감보호작업장,C8676,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 성동구 아차산로144 B101호 B103호(성수동2가 우영테크노센터),37.6048924,127.0463706
행복플러스보호작업장,C8688,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 성북구 화랑로134 (하월곡동2-2),37.6090383,127.0310219
행복플러스 단기보호시설,C8689,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 성북구 화랑로134 (하월곡동),37.5016568,127.0841196
비움,C8692,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 송파구 삼전로3길3-25 (잠실동),37.577544,126.9342695
장애인내일키움직업교육센터,C8696,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 서대문구 연희로33가길6-15 (연희동),37.521044,126.9030081
라피드보호작업장,C8708,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 영등포구 영신로40길16 2층 (영등포동6가),37.4967581,126.8440292
하늘아래주간보호시설,C8710,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 구로구 경인로23길8 (오류동 대서프라자 301-1호 오류동),37.5525546,127.0063374
하늘마음,C8713,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 중구 동호로11나길 35202호 (신당동),37.4929263,126.8239788
오뚜기하우스,C8717,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 구로구 부일로871-16 871-16 101동 202호 302호,37.5481125,126.85254
교남발달지원센터,C8720,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 강서구 까치산로22길 38 3층 (화곡동),37.6691424,127.0322405
동천하우스7,C8729,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 도봉구 시루봉로17길47 202호 (방학동),37.6691424,127.0322405
동천하우스8,C8730,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 도봉구 시루봉로17길47 502호 (방학동),37.5382213,127.1425623
소망드림복지센터,C8742,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강동구 양재대로116길 202층 (길동),37.51501,127.0319618
서울영동주간보호센터,C8758,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 강남구 논현로132길20 (논현동 서울영동교회 교육관2층),37.4804875,126.9440717
꿈터2장애인주간보호센터,C8769,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 관악구 쑥고개로13길22 (봉천동),37.5242332,127.0265141
예수와주간보호센터,C8774,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 강남구 압구정로22길21 1층 (신사동 웨슬리관 ),37.5492671,126.8514653
행복을파는장사꾼,C8782,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강서구 까치산로 134 (화곡동),37.470327,127.1193059
성모자애단기거주시설미리암의집,C8806,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 강남구 헌릉로757길 35 (율현동),37.5533839,127.0845407
희망하우스,C8814,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 광진구 능동로34길 102-52층 (능동),37.6404335,127.0231144
참사랑 너나울 주간보호센터 2호,C8837,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 강북구 한천로143길 39 2층 (수유동),37.5602606,127.0920027
(주)의학신문사부설 아이맘인지발달연구소,C8848,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 광진구 동일로 357 (중곡동),37.6455267,127.0141955
예수성심우리엄마네,C8863,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강북구 삼양로123길 14-19 (수유동),37.4710199,127.0460212
다니엘의집5호,C8867,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 서초구 동산로12길 20203호 (양재동 동은빌라),37.511372,127.0277614
논현제3공동생활가정,C8875,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강남구 학동로18길 23-1302호 (논현동),37.5937725,126.9336757
최종병기공동생활가정,C8904,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 서대문구 연희로41가길 103-13. (홍은동),37.4989949,127.1598677
위투게더,C8907,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 송파구 성내천로 239 (마천동),37.5761079,127.0729539
꿈드래장애인일자리센터,C8920,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 동대문구 장한로28가길 70 (장안동),37.5841516,126.8808497
푸르메재단넥슨어린이재활병원,C8926,(장애인) 장애인의료재활시설,장애인의료재활시설,서울특별시 마포구 월드컵북로 494푸르메재단넥슨어린이재활병원 (상암동),37.5844507,126.8805679
푸르메스포츠센터,C8929,(장애인) 장애인체육시설,장애인지역사회재활시설,서울특별시 마포구 월드컵북로 494푸르메스포츠센터 (상암동),37.5697271,126.9029931
마포푸르메직업재활센터,C8930,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 마포구 월드컵북로 494-0 (상암동)494-0(상암동) 49,37.4916548,127.0875755
래그랜느보호작업장,C8933,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강남구 양재대로55길13 (일원동) 지하1층,37.5531968,126.8298352
휴샘아동가족발달센터,C8935,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 강서구 마곡중앙5로 81 908호 (마곡동),37.5709309,127.0302499
구립동대문장애인종합복지관,C8937,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 동대문구 청계천로 5210 (용두동)0 (용두동),37.5240417,127.0310543
소망그룹홈1,C8939,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강남구 언주로157길 22영빈빌라 가동 (신사동) 1호,37.5475938,127.0899054
sim 발달지원센터,C8945,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 광진구 천호대로136길 50 (구의동 서진드림빌),37.5034227,126.8432513
하이드림,C8948,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 구로구 고척로21다길34-7 501호 (개봉동 리움하우스),37.5025893,127.1448021
행복단기보호시설,C8951,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 송파구 성내천로 271 2층 (마천동),37.4996569,127.1476222
행복 보호작업장,C8952,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 송파구 성내천로 271217 1층 (마천동),37.469824,126.89589
SG블루웰,C8980,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 금천구 두산로 70-0 (독산동)70 B동 4층 436호 (독산동 현대지식산업센터),37.4657122,126.8883978
소울터보호작업장,C8991,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 금천구 범안로1138 603호 (가산동 고려테크온),37.5405021,126.8518521
교남공동생활가정2호,C9000,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강서구 초록마을로19길 12 301호 (화곡동),37.5193571,127.0993659
하사랑주간보호,C9053,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 송파구 올림픽로35길 1241동 501호 (장미A상가신천동),37.4820051,127.0250418
한우리보호작업장,C9088,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 서초구 남부순환로340길 15 (서초동),37.5998575,126.9484829
늘품 장애인 보호작업장,C9089,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 서대문구 홍은중앙로 105-0 (홍은동)105 2층 (홍은동),37.4916519,127.1482492
행복한사랑,C9092,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 송파구 오금로 548 1층 (거여동),37.242397,127.7394748
다산하늘센터,C9096,(장애인) 중증장애인거주시설,장애인거주시설,경기도 여주시 강천면 섬강로229-1(강천리 91-2),37.486959,127.1069513
강남세움단기보호센터,C9101,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 강남구 광평로60길 222층 (수서동 강남구직업재활센터),37.477376,126.9618524
관악구장애인종합복지관,C9126,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 관악구 남부순환로 1914 (봉천동),37.6279711,127.0162909
효정1호효정2호 공동생활가정,C9136,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강북구 삼양로69길 423층 (수유동),37.5398179,127.0829323
동그라미 움직임 발달센터,C9152,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 광진구 자양로 135 201호 (자양동),37.5454251,127.0469231
성동재활의원,C9153,(장애인) 장애인의료재활시설,장애인의료재활시설,서울특별시 성동구 뚝섬로1길 43 1층 (성수동1가 성수문화복지회관),37.4603732,127.0921844
다니엘치료센터,C9159,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 서초구 헌릉로468길 21-16다니엘학교 지하1층 ,37.9196301,127.493194
루디아의집,C9167,(장애인) 장애유형별거주시설,장애인거주시설,경기도 가평군 북면 오목골길 8-47루디아의집,37.6692286,127.0475929
도봉장애인종합복지관,C9180,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 도봉구 마들로664-23 (도봉동 도봉장애인종합복지관),37.5291608,126.8398682
행복이가득한집 2호,C9181,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강서구 월정로18길 20 401호 (화곡동),37.5666435,126.8411773
참행복한세상,C9187,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강서구 강서로 462대룡드림타워-1 2층 208호 (등촌동),37.6363779,127.0776294
베데스다직업적응훈련시설,C9190,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,서울특별시 노원구 공릉로58마길 27 (하계동),37.6421978,127.0261734
참사랑공동생활가정,C9195,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강북구 한천로144길 27 (수유동),37.6428883,127.0737358
하계장애인주간활동센터,C9214,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 노원구 노원로16길 15 (하계동 중계9단지주공영구임대아파트),37.4898905,127.1427859
송파구장애인직업재활지원센터,C9247,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,서울특별시 송파구 양산로 5 3층 (거여동),37.5598173,126.966814
구립중림장애인주간보호센터,C9252,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 중구 서소문로6길 16 (중림동),37.476456,126.9712151
사랑단기보호센터,C9265,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 동작구 남부순환로255길 8-0 (사당동 장미빌라)8 201호 (사당동 장미빌라 201호),37.567361,127.0688876
더원직업훈련센터,C9266,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,서울특별시 동대문구 장한로 74 2층 (장안동),37.5077957,127.13345
행복주간보호센터,C9269,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 송파구 마천로 89 4층 (오금동),37.4917326,127.1481929
해피하우스,C9277,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 송파구 오금로 548 (거여동),37.530958,127.1281529
동안우리주간보호센터,C9279,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 강동구 풍성로 146 4층 (성내동),37.6363909,127.0157801
헬렌켈러의집 2호,C9280,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강북구 삼양로91가길 8-0 (수유동 JS홈타운)8 2동 201호 (수유동 JS홈타운),37.5354581,127.1373993
라파아동발달센터,C9309,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 강동구 길동  302호,37.5658595,127.1735373
아이사랑아동청소년발달센터,C9311,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 강동구 아리수로93길 33 베스트프라자동 302호 (강일동),37.5617645,127.1676861
홀트강동복지관,C9322,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 강동구 아리수로93길 41 (강일동),37.5289155,127.1217357
직업재능개발센터,C9325,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,서울특별시 강동구 올림픽로588 3층 (성내동),37.4803029,126.9955448
성민드림주간보호센터,C9331,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 서초구 효령로26길 9-9 (방배동),37.4769347,126.8824557
한결엠보호작업장,C9337,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 금천구 가산디지털1로 131 B206호 (가산동 BYC하이시티지식산업센터),37.4940029,127.1437725
우리그룹홈,C9345,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 송파구 거마로3길 5 가동 102호 (거여동 대진아트빌라),37.4824724,126.894424
블루나래,C9357,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 구로구 디지털로 272 12층 17호 (구로동 한신아이티타워),37.5908669,126.9479538
영광시각장애인주간보호센터,C9359,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 서대문구 세무서10길 54 (홍제동),37.4872752,127.1251498
두손장애인보호작업장,C9360,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 송파구 동남로6길 34-1 1층 (문정동),37.4830713,126.8929802
모두누리 직업재활센터,C9387,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 구로구 디지털로27길 24506호(벽산디지털밸리 1차) (구로동),37.4590466,126.9007496
기쁨나무,C9388,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 금천구 시흥대로80길 19 (독산동),37.5617645,127.1676861
홀트주간보호센터,C9392,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 강동구 아리수로93길 41 (강일동),37.5300435,126.8560028
주은공동생활가정,C9405,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강서구 강서로5라길 138 2층 (화곡동),37.5004027,126.85438
은하수,C9412,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 구로구 고척로52마길 21-11 1층 (개봉동),37.6970517,127.1770439
서울특별시립장애인영농직업재활시설,C9434,(장애인) 장애인보호작업장,장애인직업재활시설,경기도 남양주시 진접읍 양진로725,37.4821199,126.9303178
관악밀알주간보호센터,C9445,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 관악구 신림로58길 8 (신림동),37.6622115,127.0112479
행복한 사람들의 집,C9452,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강북구 삼양로173가길 22 (우이동),37.6372873,127.0296864
이음주간교육센터,C9462,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 강북구 한천로129길11 1층 (번동),37.4869823,127.1069593
강남세움보호작업장,C9499,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강남구 광평로60길22 2층 (수서동),37.6595599,127.0691688
킨더윌언어심리전문센터,C9503,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 노원구 상계로23다길 13-8 1층 107-178호 (상계동 노원아이파크),37.5413651,127.0488867
두빛나래보호작업장,C9506,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 성동구 성수일로 10 (성수동1가 서울숲ITCT지식산업센터 B201호),37.5305073,126.9243356
꿈친장애인주간보호센터,C9511,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 영등포구 은행로 55 1층 (여의도동),37.4869823,127.1069593
강남세움복지관,C9513,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 강남구 광평로60길 22 (수서동),37.5218232,126.8434876
해피드림,C9516,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 양천구 월정로 22 401호 (신월동),37.6357061,127.0746828
선한이웃 재활운동발달센터,C9546,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 노원구 공릉로58길 112 3층 1호 (하계동 순흥아트빌),37.4620102,126.9042465
주사랑 장애인단기보호센터,C9562,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 금천구 독산로 165-1 1층 3층 (시흥동),37.4869823,127.1069593
강남세움근로사업장 굿윌스토어,C9567,(장애인) 장애인근로사업장,장애인직업재활시설,서울특별시 강남구 광평로60길 22 1층 3층층 (수서동 강남세움장애인통합지원센터),37.486959,127.1069513
강남세움 직업훈련센터,C9571,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,서울특별시 강남구 광평로60길 22 3층 (수서동 강남세움장애인통합지원센터),37.622143,127.0863716
담쟁이그룹홈,C9578,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 노원구 노원로1길 96 2동 203호 (공릉동 화랑빌에이),37.491823,126.9825127
사랑손직업적응훈련시설,C9595,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,서울특별시 동작구 사당로 90 상가동 (사당동 1~2층),37.4594062,126.9009523
기쁨이꽃피는나무,C9596,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 금천구 시흥대로80길 19-11 2층 (독산동),37.5043018,126.8751353
아해하제공동생활가정,C9604,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강남구 헌릉로569길 46-6 1층 (세곡동),37.6047483,126.9264612
은평구립우리장애인복지관,C9652,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 은평구 녹번로1길 13 (녹번동),37.5638409,126.9925793
누보,C9653,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 중구 충무로29 402호 (초동 아시아미디어타워),37.4405439,126.9025176
금천발달장애인주간보호센터,C9657,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 금천구 시흥대로73길 30 4층 (시흥동 금천어울림복지센터),37.5920799,127.0931562
소담,C9684,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 중랑구 상봉로 69 5층 (면목동),37.5741667,126.8125535
40플러스 금곡행복쉼터 주간보호센터,C9711,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 강서구 방화대로45길 69 6층 (방화동),37.4749114,126.8868013
사람희망 금천장애인자립생활센터,F04194,(장애인) 중증장애인자립생활지원센터,장애인기타,서울특별시 금천구 독산로 70C동 603호(현대지식산업센터) (시흥동),37.5266497,126.9164767
해오름장애인자립생활센터,F04195,(장애인) 중증장애인자립생활지원센터,장애인기타,서울특별시 영등포구 국회대로62길 14한국스카우트연맹 302호 (여의도동),37.5319542,126.893701
이음장애인자립생활센터,F04196,(장애인) 중증장애인자립생활지원센터,장애인기타,서울특별시 영등포구 선유로 1461213호 (양평동3가),37.5269524,126.8919341
선한이웃재활운동발달센터,F04401,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 노원구 공릉로58길 112301호 (하계동 순흥빌라트),37.6595599,127.0691688
킨더윌언어심리전문센터,F04402,(장애인) 장애인재활치료시설,장애인지역사회재활시설,서울특별시 노원구 상계로23다길 13-8107호 (상계동 노원 아이파크),37.500294,126.8543183
은하수,F04559,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 구로구 고척로52마길 21-111층 (개봉동),37.5499712,127.1302458
장애인자립생활주택(가형)-강동장애인자립생활센터,F04607,(장애인) 중증장애인자립생활지원센터,장애인기타,서울특별시 강동구 올림픽로98가길 6-14101호 (암사동 세종그랑빌3차),37.5462183,127.1680167
장애인자립생활주택(다형) 해뜨는양지,F04608,(장애인) 중증장애인자립생활지원센터,장애인기타,서울특별시 강동구 상암로81길 10-1 (상일동 태건빌),37.5460113,127.1229678
장애인자립생활주택(가형)-해뜨는양지,F04609,(장애인) 중증장애인자립생활지원센터,장애인기타,서울특별시 강동구 천중로9길 40101호 (천호동),37.5545091,126.9487436
염리종합사회복지관 내 주간보호센터,F04656,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 마포구 숭문길 14마포구 염리동 14-11일대(염리3구역 사회복지시설용지)(염리동),37.5292385,126.8399579
행복이가득한집2호,F04657,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강서구 월정로18길 20401 (화곡동)(화곡동),37.5909072,127.0937704
소담,F04665,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 중랑구 상봉로 695층 (면목동),37.6053132,127.0987716
사랑의집,F04666,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 중랑구 용마산로129나길 50 (신내동)(신내동),37.5468224,126.9500658
공덕동행복주택 내 장애인주간보호센터,F04759,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 마포구 백범로31길 21행복주택 (공덕동)(공덕동),37.4854641,126.9953355
국가복지정보 장애인시설,P9003,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 서초구 방배로20길 4원등빌딩 5층방배동,37.6051391,126.9075414
누야하우스,Z0164,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 은평구 갈현로11길 30(구산동),37.4968801,127.0560936
서울시그룹홈지원센터,Z5561,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 강남구 도곡로 416-0서울특별시립장애인행복플러스센터 2층,37.5135003,126.9170497
꿈더하기지원센터,Z5943,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 영등포구 영등포로64길 15울림동 1층 (신길동),37.6183087,126.9390451
은평발달장애인평생교육센터,Z6123,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 은평구 통일로934 (불광동 1층),37.4879855,127.1017774
강남장애인가족지원센터,Z6164,(장애인) 장애인자립지원센터,장애인기타,서울특별시 강남구 밤고개로1길 10 826호 (수서동 수서현대벤처빌),37.4964604,127.0320158
양천구발달장애인평생교육센터,Z6188,(장애인) 중증장애인자립생활지원센터,장애인기타,서울특별시 양천구 중앙로 181 지하층101호 (신정동 복합메디컬타운),37.5783342,126.9283021
서대문 발달장애인평생교육센터,Z6205,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 서대문구 증가로4길63-17 (홍은동),37.4869823,127.1069593
강남세움 발달장애인 평생교육센터,Z6223,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 강남구 광평로60길22 4층 (수서동),37.6638302,127.076596
노원발달장애인평생교육센터,Z6232,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 노원구 덕릉로 744 34층 (상계동 금강빌딩),37.5951491,126.9490259
서대문장애인가족지원센터,Z6246,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 서대문구 세검정로 78-19 1층 (홍제동),37.5204524,126.9910848
용산구장애인가족지원센터,Z6291,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 용산구 서빙고로 245 2층 (서빙고동 용산구장애인커뮤니티센터),37.5706753,126.9889587
종로발달장애인평생교육센터,Z6295,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 종로구 종로17길 8 (종로2가),37.5217473,126.899285
영등포구 발달장애인평생교육센터,Z6300,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 영등포구 영등포로 146 (당산동1가),37.5002878,127.0391661
미미위역삼 발달장애인평생교육센터,Z6325,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 강남구 논현로86길 21 2층 (역삼동),37.5005176,127.0391339
